,ementa,tema_resposta_modelo,probabilidade_predicao,tema_correto,modelo_acertou
1534,"Estende aos ferroviarios da Rede Ferroviaria Federal S.A. e da Companhia de Trens Urbanos os beneficios de que trata a Lei 8186, de 21 de maio de 1991, que dispoe sobre a complementacao de aposentadoria de ferroviarios",Trabalho e Emprego,0.9,Trabalho e Emprego,Sim
1535,"CRIA, NO MINISTERIO DA AERONAUTICA, O FUNDO DE ASSISTENCIA, AOS CURSOS CIVIS DE PILOTAGEM AEREA.",Direitos Humanos e Minorias,0.565,Trabalho e Emprego,Não
1536,Regula o exercício das profissões de Árbitro e Mediador e dá outras providências.,Direitos Humanos e Minorias,0.7725,Direitos Humanos e Minorias,Sim
1537,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 - Código Penal, para excluir os crimes sexuais contra vulnerável daqueles aos quais se aplica o instituto do crime continuado, e dá outras providências.",Direito Penal e Processual Penal,0.36241666666666666,Saúde,Não
1538,"Susta o Decreto nº 1.775, de 8 de janeiro de 1996, que dispõe sobre o procedimento administrativo de demarcação das terras indígenas e dá outras providências.",Direitos Humanos e Minorias,0.87,Direitos Humanos e Minorias,Sim
1539,"Altera a Lei nº 11.438, de 29 de dezembro de 2006, para permitir a previsão de programas de fortalecimento de vínculos familiares e de promoção dos valores sociais da ética e da cidadania nos projetos beneficiados por incentivos da referida Lei.",Direitos Humanos e Minorias,0.6806666666666666,Direitos Humanos e Minorias,Sim
1540,"DISPÕE SOBRE A CONTAGEM DO TEMPO DE SERVIÇO GRATUITO NO MAGISTERIO, PARA EFEITOS DE APOSENTADORIA.",Trabalho e Emprego,0.995,Trabalho e Emprego,Sim
1541,Dispõe sobre a inclusão do planejamento e da promoção de atividades de Educação Física no Programa de Saúde da Família.,Direitos Humanos e Minorias,0.795,Direitos Humanos e Minorias,Sim
1542,"Inclui novos dispositivos na Lei nº 9.504, de 1997.",Direitos Humanos e Minorias,0.87,Direitos Humanos e Minorias,Sim
1543,"CONCEDE O CREDITO ESPECIAL DE CEM MIL CRUZEIROS, POR INTERMEDIO DO MINISTERIO DA EDUCAÇÃO E SAUDE, PARA AUXILIO A ASSOCIAÇÃO DE PROTEÇÃO A MATERNIDADE E A INFANCIA DA CIDADE DE MONTE AZUL PAULISTA.",Direitos Humanos e Minorias,0.85,Direitos Humanos e Minorias,Sim
1544,Dispõe sobre a obrigatoriedade de afixação de placa informativa da Central de Atendimento à Mulher - Ligue 180 em estabelecimentos públicos e privados e locais de grande circulação de pessoas,Direitos Humanos e Minorias,0.77,Direitos Humanos e Minorias,Sim
1545,"Estabelece a obrigatoriedade da adoção de legenda em filmes, programas de televisão, séries, telenovelas e espetáculos teatrais cuja produção tenha sido financiada ou patrocinada com o uso de recursos públicos.","Arte, Cultura e Religião",0.63,"Arte, Cultura e Religião",Sim
1546,ALTERA DISPOSITIVO DE APOSENTADORIA DA LEI ORGANICA DA PREVIDENCIA SOCIAL.,Trabalho e Emprego,0.9016666666666667,Trabalho e Emprego,Sim
1547,ESTENDE AO HOMEM OS DIREITOS DA APOSENTADORIA DAS MULHERES NO CASO DE FALECIMENTO DESTAS.,Direitos Humanos e Minorias,0.49,Direitos Humanos e Minorias,Sim
1548,"Altera a Lei nº 10.636, de 30 de dezembro de 2002, para incluir entre os objetivos essenciais da aplicação dos recursos da CIDE-Combustíveis a construção de ciclovias.",Direitos Humanos e Minorias,0.6365,"Viação, Transporte e Mobilidade",Não
1549,DISPÕE SOBRE A AÇÃO DE ALIMENTOS NO CASAMENTO REALIZADO HA MENOS DE 10 ANOS E DETERMINA OUTRAS PROVIDENCIAS.,Direitos Humanos e Minorias,0.46,Direito Civil e Processual Civil,Não
1550,"AUTORIZA O DESCONTO DE DOIS POR CENTO DA PARCELA DE REAJUSTE DE CENTO E QUARENTA E SETE POR CENTO DEVIDO AOS APOSENTADOS E PENSIONISTAS, EM FAVOR DA CONFEDERAÇÃO BRASILEIRA DE APOSENTADOS E PENSIONISTAS - COBAP.",Trabalho e Emprego,0.905,Trabalho e Emprego,Sim
1551,"Moderniza a disciplina sobre discriminação e preconceito, alterando a ementa e o artigo 1º da Lei nº 7.716, de 5 de janeiro de 1989, disciplinando a questão de gênero (sobretudo, a misoginia), além da homotransfobia.",Direitos Humanos e Minorias,0.7378055555555556,Direitos Humanos e Minorias,Sim
1552,FIXA O MINIMO DE PENSÃO OU PROVENTO A SER PAGO PELOS INSTITUTOS E CAIXAS DA PREVIDENCIA SOCIAL.,Trabalho e Emprego,0.8825,Trabalho e Emprego,Sim
1553,"AUTORIZA O PODER EXECUTIVO A ABRIR, PELO MINISTERIO DA SAUDE, O CREDITO ESPECIAL DE Cr$ 20.000.000,00 (VINTE MILHÕES DE CRUZEIROS), DESTINADO A CONSTRUÇÃO DE EDIFICIO PARA SERVIÇOS HOSPITALARES E DE MATERNIDADE NA CIDADE DE SÃO TOME, NO RIO GRANDE DO NORTE.",Direitos Humanos e Minorias,0.995,Direitos Humanos e Minorias,Sim
1554,RESTAURA A APOSENTADORIA COM PROVENTOS INTEGRAIS EM FAVOR DO EX-COMBATENTE VINCULADO A PREVIDENCIA SOCIAL.,Trabalho e Emprego,0.975,Trabalho e Emprego,Sim
1555,"DETERMINA PRAZO PARA A RESTITUIÇÃO DO IMPOSTO DE RENDA DOS APOSENTADOS, NA FORMA QUE ESPECIFICA.",Trabalho e Emprego,0.87,Trabalho e Emprego,Sim
1556,"ISENTA DA INCIDENCIA DO IMPOSTO DE RENDA OS PROVENTOS DE APOSENTADORIA E PENSÕES, NA CONDIÇÃO QUE ESPECIFICA.",Trabalho e Emprego,0.99,Trabalho e Emprego,Sim
1557,Obriga a instalação de sistema de aquecimento de água por meio do aproveitamento da energia solar.,Direitos Humanos e Minorias,0.64,Educação,Não
1558,"Altera a Lei nº 7.853, de 24 de outubro de 1989, que dispõe sobre o apoio às pessoas portadoras de deficiência, para inserir os direitos relativos à cultura, ao lazer e ao turismo.",Direito Civil e Processual Civil,0.445,Direito Civil e Processual Civil,Sim
1559,"DA NOVA REDAÇÃO AO ITEM 'I' DO ARTIGO 11 DA LEI 3807, DE 26 DE AGOSTO DE 1960 - LEI ORGANICA DA PREVIDENCIA SOCIAL.",Direitos Humanos e Minorias,0.78525,Direitos Humanos e Minorias,Sim
1560,"Acrescenta o § 6º no art. 392-A da Consolidação das Leis do Trabalho - CLT, aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943; altera o caput do art. 71-A da Lei nº 8.213, de 24 de julho de 1991, que dispõe sobre os Planos de Benefícios da Previdência Social; e dá outras providências",Direitos Humanos e Minorias,0.4604475524475524,Direitos Humanos e Minorias,Sim
1561,Dispõe sobre a obrigatoriedade dos serviços do Sistema Único de Saúde - SUS de utilizarem material descartável e dá outras providências. .,Direitos Humanos e Minorias,0.8566666666666666,Saúde,Não
1562,"SUBMETE A APROVAÇÃO DO CONGRESSO NACIONAL O TEXTO DO CONVENIO DE TRANSITO DE PASSAGEIROS E TURISMO, ASSINADO ENTRE O BRASIL E O CHILE, NO RIO DE JANEIRO, A 05 DE JULHO DE 1961.",Direitos Humanos e Minorias,0.8221428571428572,Direitos Humanos e Minorias,Sim
1563,VEDA O VOTO SIMBOLICO E O DE LIDERANÇA.,Direitos Humanos e Minorias,0.79,Direitos Humanos e Minorias,Sim
1564,Dispõe sobre o atendimento preferencial da clientela que especifica nos órgãos da administração pública federal direta e indireta.,Direitos Humanos e Minorias,0.8025,Saúde,Não
1565,ASSEGURA AO MARIDO O DIREITO DE RECEBER A PENSÃO OU O PECULIO DA MULHER FALECIDA.,Direitos Humanos e Minorias,0.935,Direitos Humanos e Minorias,Sim
1566,"ALTERA DISPOSITIVO DA LEI 7729, DE 16 DE JANEIRO DE 1989, ACRESCENTANDO NOVO INCISO AO ARTIGO 24.",Direitos Humanos e Minorias,0.605,Direitos Humanos e Minorias,Sim
1567,"CONCEDE ANISTIA A TODOS QUE TENHAM SIDO PUNIDOS POR ATOS INSTITUCIONAIS E COMPLEMENTARES E OUTROS DIPLOMAS LEGAIS, AOS DIRIGENTES SINDICAIS, INCLUSIVE AOS BENEFICIADOS PELA LEI Nº 6.683, DE 29 DE AGOSTO DE 1979, E DA OUTRAS PROVIDENCIAS.",Direitos Humanos e Minorias,0.49,Direitos Humanos e Minorias,Sim
1568,Dispõe sobre concessão de licença no caso de adoção.,Direitos Humanos e Minorias,0.935,Direitos Humanos e Minorias,Sim
1569,Dispõe sobre a proibição de nomeação de homens em cargos comissionados da Administração Pública Federal direta e indireta e dá outras providências.,Direitos Humanos e Minorias,0.605,Direitos Humanos e Minorias,Sim
1570,Proíbe a apresentação de animais ferozes em circos e espetáculos congêneres e dá outras providências.,"Arte, Cultura e Religião",0.615,"Arte, Cultura e Religião",Sim
1571,"Dispõe sobre a alteração da Lei de nº 8.036, de 11 de maio de 1990 e da Lei nº 11.340, de 7 de agosto de 2006,  para tratar sobre o Fundo de Garantia por Tempo de Serviço (FGTS), e torna facultativo o saque do FGTS à mulher trabalhadora vítima de violência doméstica.",Direitos Humanos e Minorias,0.89,Direitos Humanos e Minorias,Sim
1572,"REVIGORA O PARAGRAFO 4º DO ARTIGO 243 DA LEI Nº 8112, DE 11 DE DEZEMBRO DE 1990 - REGIME JURIDICO UNICO.",Trabalho e Emprego,0.41,Previdência e Assistência Social,Não
1573,"DISPÕE SOBRE O AUXILIO-DOENÇA DEVIDO AOS SEGURADOS DO INPS, E DA OUTRAS PROVIDENCIAS.",Cidades e Desenvolvimento Urbano,0.32,Previdência e Assistência Social,Não
1574,"Altera a Lei nº 11.340, de 7 de agosto de 2006, para promover a capacitação profissional de mulheres em situação de violência doméstica e familiar.",Direitos Humanos e Minorias,0.97,Direitos Humanos e Minorias,Sim
1575,"DEFINE COMO CRIMES CONDUTAS QUE FAVORECEM OU CONFIGURAM TRABALHO FORÇADO E ESCRAVO.  _NOVA EMENTA: ALTERA OS ARTSS 132, 203 E 207 DO DECRETO-LEI Nº 2.848, DE 07 DE DEZEMBRO DE 1940 - CODIGO PENAL.",Direitos Humanos e Minorias,0.49759920634920635,Direitos Humanos e Minorias,Sim
1576,"DISPÕE SOBRE O REGISTRO CIVIL, NAS CONDIÇÕES QUE MENCIONA, E DETERMINA OUTRAS PROVIDENCIAS.",Direitos Humanos e Minorias,0.48,Cidades e Desenvolvimento Urbano,Não
1577,"Dá nova redação aos arts. 14, 16, 17 e 18 da Lei nº 10.826, de 22 de dezembro de 2003, que ""Dispõe sobre registro, posse, comercialização de armas de fogo e munição, sobre o Sistema Nacional de Armas - SINAM, define crimes e dá outras providências"".",Direito Penal e Processual Penal,0.965,Direito Penal e Processual Penal,Sim
1578,"CONCEDE AOS AGENTES DE SAUDE (EX-GUARDAS) DA SUPERINTENDENCIA DE CAMPANHAS DE SAUDE PUBLICA - SUCAM, O DIREITO DE APOSENTADORIA ESPECIAL.",Trabalho e Emprego,0.7551666666666667,Trabalho e Emprego,Sim
1579,"Estabelece prazo de impedimento para o ex-presidente e para os ex-diretores de agência reguladora ou de instituição financeira oficial, consoante o § 7º do art. 37 da Constituição Federal.",Direitos Humanos e Minorias,0.605,Trabalho e Emprego,Não
1580,"Acrescenta §§ aos arts. 104 e 105 da Lei nº 8.069, de 13 de julho de 1990, que dispõe sobre o Estatuto da Criança e do Adolescente e dá outras providências, para permitir a aplicação de medidas sócio-educativas aos infratores que atingirem a maioridade penal.",Direitos Humanos e Minorias,0.5248571428571427,Saúde,Não
1581,"Altera dispositivos do Decreto-Lei nº 3.689, de 3 de outubro de 1941 - Código de Processo Penal, relativos à suspensão do processo, emendatio libelli, mutatio libelli e aos procedimentos.",Direitos Humanos e Minorias,0.5720000000000001,"Arte, Cultura e Religião",Não
1582,Altera a CLT para impor multa administrativa ao empregador que praticar diferenciação salarial em razão de sexo ou de qualquer outro elemento discriminatório e para criar lista pública de empregadores que violarem a igualdade salarial entre homens e mulheres.,Direitos Humanos e Minorias,0.78,Direitos Humanos e Minorias,Sim
1583,"Altera a Lei nº 8069 de 13 de julho de  1990 (Estatuto da Criança e do Adolescente), para agravar a pena estabelecida para o crime de armazenamento de pornografia infantil e dá outras providências.",Direitos Humanos e Minorias,0.4109166666666667,Direito Penal e Processual Penal,Não
1584,CRIA A ORDEM DOS CIRURGIÕES DENTISTAS DO BRASIL E ESTABELECE AS CAIXAS DE ASSISTENCIA.,Direitos Humanos e Minorias,0.685,Trabalho e Emprego,Não
1585,"Altera dispositivos da Lei nº 9.953, de 04 de janeiro de 2000, reestrutura a carreira de Apoio Técnico-Administrativo do Ministério Público da União, e dá outras providências.",Direitos Humanos e Minorias,0.5794166666666667,Trabalho e Emprego,Não
1586,"TORNA OBRIGATORIO O EXAME OFTALMOLOGICO DOS ALUNOS DO PRE-ESCOLAR, DO PRIMEIRO E SEGUNDO GRAUS, NAS CONDIÇÕES QUE ESPECIFICA.",Direitos Humanos e Minorias,0.645,Educação,Não
1587,CRIA O BANCO DOS TRABALHADORES.,Trabalho e Emprego,0.38,Trabalho e Emprego,Sim
1588,REGULA A AQUISIÇÃO OU O ARRENDAMENTO DE PROPRIEDADE POR PESSOA FISICA ESTRANGEIRA (ARTIGO 190 DA CONSTITUIÇÃO).,Direitos Humanos e Minorias,0.735,Direitos Humanos e Minorias,Sim
1589,ISENTA DO IMPOSTO SOBRE A RENDA OS PROVENTOS E AS PENSÕES NAS CONDIÇÕES QUE ESPECIFICA.,Trabalho e Emprego,0.915,Trabalho e Emprego,Sim
1590,"Acrescenta o § 5º ao art. 5º da Lei 10.826, de 22 de dezembro de 2003 - Estatuto do Desarmamento - para considerar como local de trabalho o veículo automotor conduzido por taxista ou caminhoneiro no exercício da função.",Direito Penal e Processual Penal,0.96,Direito Penal e Processual Penal,Sim
1591,AMPLIA O CRITERIO PARA CONCESSÃO DE EMPRESTIMOS CONSIGNADOS EM FOLHA AOS ASSOCIADOS DAS CAIXAS DE APOSENTADORIA E PENSÕES E DA OUTRAS PROVIDENCIAS.,Trabalho e Emprego,0.9,Trabalho e Emprego,Sim
1592,"Altera-se dispositivo da Lei n.º 7.998, de 11 de janeiro de 1990.",Previdência e Assistência Social,0.59,Previdência e Assistência Social,Sim
1593,"DETERMINA O CONGELAMENTO, PELO PRAZO DE UM ANO, DOS PREÇOS DOS GENEROS ALIMENTICIOS DE PRIMEIRA NECESSIDADE, E DA OUTRAS PROVIDENCIAS.",Direitos Humanos e Minorias,0.8208333333333333,Direitos Humanos e Minorias,Sim
1594,CONCEDE ISENÇÃO DE PAGAMENTO DE TAXAS E TARIFAS DE SERVIÇOS PUBLICOS AOS APOSENTADOS E PENSIONISTAS QUE ESPECIFICA.,Trabalho e Emprego,0.905,Trabalho e Emprego,Sim
1595,"Altera o art. 45 da Lei nº 8.213, de 24 de julho de 1991, que ""dispõe sobre os Benefícios da Previdência Social, e dá outras providências.""",Trabalho e Emprego,0.7426419413919413,Trabalho e Emprego,Sim
1596,"EXCLUI OS APOSENTADOS PELAS MOLESTIAS DO ARTIGO 201, DO ESTATUTO DOS FUNCIONARIOS CIVIS DA UNIÃO, DAS CONTRIBUIÇÕES DO (IPASE).",Trabalho e Emprego,0.885,Trabalho e Emprego,Sim
1597,ISENTA OS ESPETACULOS CIRCENSES DE IMPOSTOS DE QUALQUER NATUREZA.,"Arte, Cultura e Religião",0.755,"Arte, Cultura e Religião",Sim
1598,ESTENDE AOS APOSENTADOS E PENSIONISTAS DOS INSTITUTOS DE PREVIDENCIA A GRATIFICAÇÃO DE NATAL CONCEDIDA AOS TRABALHADORES.,Trabalho e Emprego,0.9016666666666667,Trabalho e Emprego,Sim
1599,"Dá nova redação ao art. 216-A do Decreto-Lei nº 2.848, de 07 de dezembro de 1940, Código  Penal.",Saúde,0.8983333333333333,Saúde,Sim
1600,"Dispõe sobre a exigibilidade de pagamento por serviço de natureza sexual e suprime os arts. 228, 229 e 231 do Código Penal.",Direitos Humanos e Minorias,0.4131666666666666,Direitos Humanos e Minorias,Sim
1601,DEFINE O PEQUENO PRODUTOR E DA OUTRAS PROVIDENCIAS.,Direitos Humanos e Minorias,0.76875,Trabalho e Emprego,Não
1602,"Institui a Política Nacional de Resíduos Sólidos, estabelece diretrizes nacionais para o gerenciamento dos resíduos sólidos no país e dá outras providências.","Arte, Cultura e Religião",0.7,Direitos Humanos e Minorias,Não
1603,AUTORIZA O MINISTERIO DA SAUDE A PRESTAR ASSISTENCIA PARA FINS ANTICONCEPTIVOS EM DETERMINADOS CASOS E SOB ALGUMAS CONDIÇÕES E DA OUTRAS PROVIDENCIAS.,Direitos Humanos e Minorias,0.48,Cidades e Desenvolvimento Urbano,Não
1604,DISPÕE SOBRE A FILIAÇÃO DE EX-MENSALISTAS E EX-DIARISTAS DOS SERVIÇOS ESTADUAIS E MUNICIPAIS AS CAIXAS DE APOSENTADORIA E PENSÕES.,Trabalho e Emprego,0.91,Trabalho e Emprego,Sim
1605,"Altera a Lei nº 8.629, de 25 de fevereiro de 1993, dando aos técnicos agrícolas prioridade nos assentamentos rurais.","Agricultura, Pecuária, Pesca e Extrativismo",0.695,"Agricultura, Pecuária, Pesca e Extrativismo",Sim
1606,"Acrescenta os §§ 1º-D e 1º-E ao art. 6º da Lei nº 10.826, de 22 de dezembro de 2003 - Estatuto do Desarmamento - para proibir determinadas categorias profissionais a portar arma de fogo em locais de grande aglomeração quando fora de serviço.",Direito Penal e Processual Penal,0.875,Direito Penal e Processual Penal,Sim
1607,"Acrescenta parágrafo ao Art. 391 da Consolidação das Leis do Trabalho - CLT, aprovada pelo Decreto-lei nº 5.452, de 1º de maio de 1943, para assegurar à mulher sob estabilidade provisória a continuidade do benefício em caso de falecimento do filho.",Direitos Humanos e Minorias,0.895,Direitos Humanos e Minorias,Sim
1608,"Altera a Lei nº 9.472, de 16 de julho de 1997, obrigando as concessionárias de telefonia fixa a prestarem gratuitamente o serviço a aposentados de baixa renda.",Trabalho e Emprego,0.575,Trabalho e Emprego,Sim
1609,"Altera o art. 225 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 - Código Penal, e dá outras providências.",Saúde,0.6844642857142857,Saúde,Sim
1610,"ACRESCENTA DISPOSITIVO AO ARTIGO 168 DA CONSOLIDAÇÃO DAS LEIS DO TRABALHO, PROIBINDO A REALIZAÇÃO DE EXAME OU TESTE DE GRAVIDEZ POR OCASIÃO DA ADMISSÃO EM EMPREGO.",Direitos Humanos e Minorias,0.615,Direitos Humanos e Minorias,Sim
1611,"EXTINGUE AS CONTRIBUIÇÕES SOBRE BENEFICIOS DA PREVIDENCIA SOCIAL E A SUSPENSÃO DA APOSENTADORIA POR MOTIVO DE RETORNO A ATIVIDADE, E DA OUTRAS PROVIDENCIAS.",Trabalho e Emprego,0.79,Previdência e Assistência Social,Não
1612,"Altera dispositivos do Decreto-lei nº 2.848, de 7 de dezembro de 1940 - Código Penal e da Lei nº 8.072, de 25 de julho de 1990, que dispõe sobre crimes hediondos.",Saúde,0.71,Direitos Humanos e Minorias,Não
1613,Dispõe sobre o tempo máximo de espera para realização de procedimentos médicos nas Unidades da Rede Pública de Saúde e dá outras providências.,Saúde,0.505,Saúde,Sim
1614,Cria o Grupo Parlamentar Brasil - Países da América Central,Direitos Humanos e Minorias,0.975,Direitos Humanos e Minorias,Sim
1615,"RESTABELECE COM NOVA REDAÇÃO O INCISO V DO PARAGRAFO PRIMEIRO DO ARTIGO PRIMEIRO DA LEI 6205, DE 29 DE ABRIL DE 1975, PARA O FIM DE EXCLUIR O BENEFICIO PREVIDENCIARIO DO AUXILIO-NATALIDADE DA DESCARACTERIZAÇÃO DO SALARIO-MINIMO COMO FATOR DE CORREÇÃO.",Cidades e Desenvolvimento Urbano,0.67,Cidades e Desenvolvimento Urbano,Sim
1616,"ASSEGURA AO EX-COMBATENTE DA SEGUNDA GUERRA MUNDIAL, SEGURADO DA PREVIDENCIA SOCIAL, APOSENTADORIA COM PROVENTOS INTEGRAIS NOS 25 ANOS DE SERVIÇO, NOS TERMOS DO ARTIGO 197 DA CONSTITUIÇÃO, E DETERMINA OUTRAS PROVIDENCIAS.",Trabalho e Emprego,0.765,Trabalho e Emprego,Sim
1617,CONCEDE LICENÇA AO DEPUTADO AFONSO ARINOS PARA PARTICIPAR DA DELEGAÇÃO DO BRASIL A CONFERENCIA INTERAMERICANA DE CARACAS.,Direitos Humanos e Minorias,0.93,Direitos Humanos e Minorias,Sim
1618,"Altera o inciso III do art. 473 da  Consolidação  das Leis do Trabalho (CLT), aprovada pelo Decreto-Lei  nº 5.452, de 1º de maio de 1943, para dispor sobre a licença-paternidade.",Direitos Humanos e Minorias,0.985,Direitos Humanos e Minorias,Sim
1619,"Acrescennta alíneas e dá nova redação ao art. 210 da Lei nº  8.112, de 1990, alterando a licença maternidade da servidora adotante ou que obtiver guarda judicial de criança até 8 anos de idade.",Direitos Humanos e Minorias,0.625,Direitos Humanos e Minorias,Sim
